Year,ML_Return,EqualWeight_Return,NIFTY_Return
2020,0.24735117591384226,0.2592325231175989,0.1961181222711763
2021,0.6333776674847265,0.4127073067471876,0.2556446235478078
2022,-0.06942648044772148,0.10514451722734042,0.020021459621891502
2023,0.6035561813539796,0.3590391721920392,0.18848479263826312
2024,0.3107682877377185,0.1707270695163492,0.10202669969901934
2025,0.18180104887811166,0.13390829292632667,0.09148634771587338
2026,0.023491000356206326,0.014604154896076471,-0.0789304428090074
